	name	ores_score
837	Nataniel Aguirre	C
838	Jacobo Aillón	Start
839	Isaac Ávalos	Stub
840	Augusto Céspedes	Start
841	Soledad Chapetón	Start
842	Adolfo Chávez	Stub
843	Chi Hyun Chung	C
844	Daniel Sánchez Bustamante	GA
845	Rafael Peña	Start
846	Marcial Fabricano	Start
847	Francisco Argandoña	Start
848	Antonio Machaca	Stub
849	Adolfo Mendoza	Stub
850	Pedro Domingo Murillo	Start
851	Francisco Burdett O'Connor	GA
852	Manuel Luis de Oliden	Stub
853	Isabel Ortega Ventura	Stub
854	Simón Iturri Patiño	C
855	Bonifacio Pinedo	Stub
856	Julio Pinedo	Stub
857	José Mariano Serrano	Stub
858	Moisés Torres (politician)	Start
859	Fernando Vargas Mosua	Start
860	Jaime de Zudáñez	Stub
861	Elvira Abdić-Jelenović	Stub
862	Mehmed Alajbegović	C
863	Boško Baškot	Stub
864	Hasan Brkić	C
865	Salko Bukvarević	Start
866	Mirsad Ćeman	Start
867	Selmo Cikotić	C
868	Sabina Ćudić	Stub
869	Milorad Dodik	B
870	Dženan Đonlagić	Start
871	Nijaz Duraković	Start
872	Edin Forto	Start
873	Dževad Galijašević	C
874	Josip Grubeša	Start
875	Ankica Gudeljević	Start
876	Muhamed Hadžijamaković	Stub
877	Mirsad Hadžikadić	Start
878	Sanjin Halimović	Start
879	Husein Miljković	GA
880	Jasmin Imamović	Stub
881	Alija Izetbegović	C
882	Adamir Jerković	GA
883	Esed Kadrić	Stub
884	Mehmed Kapetanović	Start
885	Salmir Kaplan	Stub
886	Osman Karabegović	C
887	Fuad Kasumović	GA
888	Rudi Kolak	Start
889	Ivo Komšić	C
890	Rusmir Mahmutćehajić	Start
891	Ante Marković	C
892	Amor Mašović	Start
893	Dragan Mektić	Start
894	Ademaga Mešić	C
895	Jelka Miličević	Start
896	Abdulah Mutapčić	Stub
897	Abdulah Nakaš	Start
898	Mario Nenadić	Start
899	Damir Nikšić	GA
900	Ismet Popovac	FA
901	Hakija Pozderac	Start
902	Hamdija Pozderac	C
903	Nurija Pozderac	Start
904	Đuro Pucar	C
905	Fahrudin Radončić	C
906	Alen Šeranić	Start
907	Uglješa Uzelac	Start
908	Nezir Škaljić	C
909	Ibrahim Spahić	Start
910	Emir Suljagić	C
911	Svetozar Pudarić	Start
912	Miloš Vukašinović	Start
913	Daniel Kwele	Stub
914	Michael Dingake	Stub
915	James G. Haskins	Stub
916	Tshenolo Mabeo	Stub
917	Philip Matante	Stub
918	Gomolemo Motswaledi	Start
919	Motsamai Mpho	Stub
920	Sylvia Muzila	Start
921	Leetile Disang Raditladi	Start
922	Benjamin Thema	Stub
923	Patrick van Rensburg	Start
924	Maria de Lourdes Abadia	Stub
925	José de Abreu (politician)	Stub
926	Rafael Tobias de Aguiar	Stub
927	Medeiros e Albuquerque	Start
928	Léo de Almeida Neves	Stub
929	Simão Almeida	Stub
930	Antônio Pinto Chichorro da Gama	Stub
931	Cipriano Barata	Start
932	Irani Barbosa	Stub
933	Jaison Barreto	Stub
934	Djalma Bastos de Morais	Stub
935	Henrique de Beaurepaire-Rohan, Viscount of Beaurepaire-Rohan	Stub
936	José Paulo Bisol	Start
937	Natália Bastos Bonavides	Stub
938	João Francisco Inácio Brazão	Stub
939	Amador Bueno	Start
940	Antônio Câmara	Stub
941	Luiz Humberto Carneiro	Start
942	Izolda Cela	C
943	Margarete Coelho	Stub
944	Ivandro Cunha Lima	Stub
945	João Cunha (politician)	Stub
946	Aécio de Borba	Stub
947	José Abílio Silva de Santana	Stub
948	Alércio Dias	Stub
949	Délio dos Santos	Stub
950	Ademar Frederico Duwe	Stub
951	Elcione Zahluth Barbalho	Stub
952	Gastão d'Escragnolle, Baron d'Escragnolle	Stub
953	Paulo Cesar Farias	Start
954	Emília Fernandes	Start
955	José Carlos da Silva Mayrink Ferrão	Start
956	Dalva Figueiredo	Stub
957	Francisco Julião	Stub
958	Jofran Frejat	Stub
959	Edmundo Galdino	Stub
960	Joaquim Gomes de Souza	Start
961	Abdul Hamid Sebba	Stub
962	Jutahy Júnior	Stub
963	Joaquim Gonçalves Ledo	C
964	Antônio Leite Andrade	Stub
965	Alceste Madeira	Stub
966	Beto Mansur	Stub
967	Horácio de Matos	Stub
968	Sandra Meira Starling	Stub
969	Gerardo Melo Mourão	Start
970	Guilherme Melo (politician)	Start
971	Murilo Melo Filho	Stub
972	Cândido Mendes de Almeida	Start
973	Gilmar Mendes	C
974	Edmur Mesquita	Stub
975	Miguel Couto	Start
976	Claudio Modesto	Start
977	Armando Monteiro (politician)	Stub
978	Carlos Eduardo Moreira Ferreira	Stub
979	Pedro Soares Muñoz	Stub
980	Dora Nascimento	Stub
981	Carlos Neder	Stub
982	Domingos Gomes de Aguiar Neto	Start
983	Manuel Luís Osório, Marquis of Erval	C
984	Hildebrando Pascoal	Start
985	Astrojildo Pereira	Stub
986	Joaquim Alvaro Pereira Leite	Stub
987	Jorge Picciani	Start
988	Francisco José Pinheiro	Start
989	Mario Pinotti	C
990	Henrique Pizzolato	Start
991	Plínio de Arruda Sampaio Jr.	C
992	Irondi Pugliesi	Stub
993	Eusébio de Queirós	C
994	Ratinho (TV presenter)	Start
995	Marco Antonio Raupp	Start
996	Robert Rey (plastic surgeon)	C
997	Ary Rigo	Stub
998	Antônio Ricardo dos Santos	Start
999	Euclides Scalco	Stub
1000	Aldo Schneider	Stub
1001	Augusto Severo de Albuquerque Maranhão	Stub
1002	José Manuel da Silva, Baron of Tietê	Stub
1003	Fabiano Silveira	Start
1004	Jose de Sousa Campos	Stub
1005	Irineu Evangelista de Sousa, Viscount of Mauá	C
1006	João Cardoso de Meneses e Sousa, Baron of Paranapiacaba	Start
1007	Aureliano Cândido Tavares Bastos	Start
1008	Juarez Távora (general)	C
1009	Antônio de Queirós Teles, Baron of Jundiaí	Stub
1010	Evaristo da Veiga	Stub
1011	Luís Viana Neto	Start
1012	André Zacharow	Stub
1013	Aleksandar Alekov	Start
1014	Anyu Angelov	Start
1015	Dolores Arsenova	C
1016	Atanas Atanasov (politician)	Start
1017	Hristo Atanassov	Start
1018	Jonas Basanavičius	FA
1019	Alexander Bogoridi	Start
1020	Vasil Chichibaba	Start
1021	Vladimir Damgov	Start
1022	Ivan Dimov (scientist)	C
1023	Valentin Fortunov	Start
1024	Kristalina Georgieva	GA
1025	Ivancho Hadzhipenchovich	Start
1026	Aleksi Ivanov	Start
1027	Georgi Ivanov (mayor)	Stub
1028	Ljubica Ivošević Dimitrov	Start
1029	Grozdan Karadzhov	Start
1030	Vladimir Karolev	Start
1031	Georgi Kirkov	Stub
1032	Spiro Kitinchev	C
1033	Kalina Konstantinova	Stub
1034	Kostadin Kostadinov (professor)	Start
1035	Gavril Krastevich	Stub
1036	Nikola Lazarov	B
1037	Ivan Marazov	Stub
1038	Venko Markovski	C
1039	Sebihan Mehmed	Stub
1040	Ilian Mihov	Start
1041	Nikola Minchev	Start
1042	Plamen Panayotov	Stub
1043	Vladislav Panev	Stub
1044	Asparuh Panov	Stub
1045	Daniel Panov	Start
1046	Aleksandar Paunov	Stub
1047	Kiril Petkov	GA
1048	Ivan Stanchov	Stub
1049	Hristiana Todorova	Start
1050	Borislav Tsekov	Start
1051	Tsvetko Boboshevski	Stub
1052	Velko Valkanov	Stub
1053	Ventsislav Varbanov	Stub
1054	Damyan Velchev	Stub
1055	Svetoslav Vitkov	Start
1056	Mincho Yovchev	Stub
1057	Martin Zaimov	Start
1058	Dragomir Zakov	Start
1059	Nayden Zelenogorski	Stub
1060	Boureima Badini	Start
1061	Blaise Bassoleth	Stub
1062	Nazi Boni	Start
1063	François Compaoré	Start
1064	Daniel Ouezzin Coulibaly	Stub
1065	Toubé Clément Dakio	Stub
1066	Elise Foniyama Thiombioano Ilboudo	Stub
1067	Frédéric Guirma	Stub
1068	Emile Ilboudo	Stub
1069	Zinda Kaboré	Stub
1070	Christophe Kalenzaga	Start
1071	Joséphine Ki-Zerbo	Stub
1072	Begnon-Damien Kone	Stub
1073	Kouamé Lougué	Stub
1074	Jean-Baptiste Natama	Stub
1075	Jean-Baptiste Ouédraogo	FA
1076	Mamadou Ouédraogo	Stub
1077	Pargui Emile Paré	Stub
1078	Filippe Savadogo	Stub
1079	Nouhoun Sigue	Stub
1080	Diongolo Traore	Stub
1081	Maurice Yaméogo	FA
1082	Saye Zerbo	Start
1083	Domine Banyankimbona	Stub
1084	Joseph Biroli	GA
1085	Joseph Butore	Stub
1086	Joseph Cimpaye	C
1087	Edouard Nduwimana	Stub
1088	Gervais Nyangoma	Start
1089	Aimée Kanyana	Stub
1090	Gérard Mfuranzima	Start
1091	Alain Mutabazi	Stub
1092	Cyrille Ndayirukiye	Stub
1093	Révérien Ndikuriyo	Start
1094	Eustache Ngabisha	Start
1095	Léonce Ngendakumana	Stub
1096	Marie Chantal Nijimbere	Start
1097	Tharcisse Niyongabo	Stub
1098	Gabriel Nizigama	Stub
1099	Ancilla Ntakaburimvo	Stub
1100	Jean-Baptiste Ntidendereza	C
1101	Ririkumutima	Start
1102	Agathon Rwasa	Start
1103	Imelde Sabushimike	Start
1104	Albert Shingiro	Start
1105	Cyriaque Simbizi	Start
1106	Alexis Sinduhije	GA
1107	Ang Vong Vathana	Stub
1108	Bun Chanmol	C
1109	Chem Snguon	Stub
1110	Chhan Sokhom	Stub
1111	Chuon Saodi	Stub
1112	Duong Sam Ol	Stub
1113	Ieu Koeus	Stub
1114	Khem Veasna	Start
1115	Kou Roun	Stub
1116	Daran Kravanh	Stub
1117	Lon Nil	Start
1118	Ly Khvan Pan	Stub
1119	Mao Ayuth	C
1120	Neav Sithong	Stub
1121	Ngoun Chhay Kry	Stub
1122	Norodom Norindeth	Start
1123	Norodom Phurissara	Start
1124	Oung Ouen	Stub
1125	Phlek Chhat	Stub
1126	Ponn Vongs Vaddey	Stub
1127	Say Phouthang	Stub
1128	Sisowath Youtevong	Start
1129	So Nem	Stub
1130	Tep Hun	Stub
1131	Tep Phan	Stub
1132	Thiounn	GA
1133	Touch Kim	Stub
1134	Truong Cang	Start
1135	Tuot Saron	Start
1136	Uch Ven	Stub
1137	Uk Vithun	Stub
1138	Ung Hong Sath	Stub
1139	Veng Sakhon	Stub
1140	Yat Hwaidi	Stub
1141	Vincent de Paul Ahanda	Stub
1142	Lawrence Fonka Shang	Stub
1143	Victor Fotso	Stub
1144	Séraphin Magloire Fouda	Stub
1145	Njomgang Isaac	Start
1146	Augustine Ngom Jua	Start
1147	Pierre Kotouo	Stub
1148	Ibrahim Mbombo Njoya	Start
1149	Ousmane Mey	Start
1150	Victor Mukete	Start
1151	Bernard Muna	Start
1152	Pierre Ngayewang	Stub
1153	John Ebong Ngole	Stub
1154	Victor Anomah Ngu	Start
1155	Dorothy L. Njeuma	Start
1156	Bernard Njonga	Stub
1157	Arouna N'Joya	Stub
1158	Edouard Nomo-Ongolo	Stub
1159	Antoine Ntsimi	C
1160	André Ngongang Ouandji	Stub
1161	Paul Pondi	C
1162	Félix Sabal Lecco (politician)	C
1163	François Sengat-Kuo	Stub
1164	Félix Tonye Mbog	Start
1165	Kah Walla	GA
1166	José Manuel Gomes Andrade	Stub
1167	Honório Barreto	Start
1168	Fernando Elísio Freire	Start
1169	Pedro Fernandes Lopes	C
1170	Paulo Rocha (Cape Verde politician)	Stub
1171	Arlindo do Rosário	Stub
1172	Gilberto Correia Carvalho Silva	Stub
1173	Luís Filipe Tavares	Start
1174	Carlos de Vasconcelos	Start
1175	Abraão Vicente	Stub
1176	Alexandre Banza	GA
1177	Jean-Bédel Bokassa	GA
1178	Antoine Darlan	C
1179	Georges Darlan	C
1180	Catherine Denguiadé	Start
1181	Henri-Marie Dondra	Stub
1182	Saif Durbar	C
1183	Hassan Al Habib	Stub
1184	Rodolphe Iddi Lala	C
1185	Désiré Kolingba	Stub
1186	Karim Meckassoua	Stub
1187	Abakar Sabon	Stub
1188	Levy Yakete	Stub
1189	Achta Ahmat Bremé	Stub
1190	Mohamed Bechir-Sow	Stub
1191	Christian Georges Diguimbaye	Stub
1192	Firmin Djidingar	Stub
1193	Roger Djikisna	Stub
1194	Arabi El Goni	Stub
1195	Acheikh Ibn-Oumar	Start
1196	Hinda Déby Itno	Start
1197	Mahamat Djarma Khatir	Stub
1198	Oueddei Kichidemi	Start
1199	Alphonse Kotiga	Stub
1200	Baba Laddé	C
1201	Nadji Madou	Stub
1202	Mariam Mahamat Nour	Stub
1203	Laoukein Kourayo Médard	Stub
1204	Abbo Nassour	C
1205	Tahir Hamid Nguilin	Stub
1206	Gontchomé Sahoulba	Start
1207	Quatre Sou Quatre	Stub
1208	Djimadoum Tiraina	Stub
1209	Saadie Goukouni Weddeye	Start
1210	Patricio Achurra	Start
1211	Hermes Ahumada	Stub
1212	Felipe Alessandri	Stub
1213	Lidia Amarales	Start
1214	Ximena Anza	Start
1215	Aurora Argomedo	Start
1216	Claudio Arredondo	Start
1217	Francisco Astaburuaga Cienfuegos	Stub
1218	Camilo Ballesteros	Start
1219	Jaime Bassa	Start
1220	Alexandra Benado	Start
1221	Diego José Benavente	Stub
1222	Harald Beyer (politician)	Stub
1223	José Luis Cabión	Start
1224	Mauricio Cataldo	Start
1225	Juan Chandía	Stub
1226	Eduardo Charme	Stub
1227	Fernando Cordero Rusque	Stub
1228	Juan de Dios Correa de Saa	Stub
1229	Álvaro Covarrubias	Start
1230	Miguel Cruchaga Tocornal	Stub
1231	Pedro Nolasco Cruz Vergara	C
1232	Mario Desbordes	C
1233	Jorge Dip	Start
1234	Jose Fernandez Dubrock	Stub
1235	Julio Durán	Stub
1236	Adolfo Eastman	Stub
1237	Rojo Edwards	Start
1238	Juan Egaña	Stub
1239	Diego Elizondo Prado	Stub
1240	José Maza Fernández	Start
1241	Ángel Flisfisch	Start
1242	Pablo Galdames (footballer, born 1974)	Start
1243	Jaime Gazmuri	C
1244	Isabel Godoy	Start
1245	Lidia González	Start
1246	Hugo Gutiérrez Gálvez	Stub
1247	David Henríquez (footballer, born 1977)	Start
1248	Alejandra Bravo Hidalgo	C
1249	Checho Hirane	Stub
1250	Aucán Huilcamán	Stub
1251	Daniel Jadue	GA
1252	Liliana Jadue	Start
1253	Felipe Kast	Start
1254	José Rafael Larraín	Stub
1255	Fernando Lazcano Echaurren	Stub
1256	Antonio Leal Labrín	Stub
1257	Carlos Maldonado Curti	Start
1258	Enrique Maluenda	C
1259	Graciela Mandujano	Start
1260	Nicolás Marambio	Stub
1261	María de los Ángeles de la Paz Riveros	Start
1262	María Silvia Correa Marín	Start
1263	Juan José Martin Bravo	Start
1264	Ricardo Matte	Stub
1265	Sergio Melnick	Stub
1266	Adolfo Millabur	Start
1267	Vlado Mirosevic	C
1268	José Musalem Saffie	Stub
1269	Silvestre Ochagavía Echaurren	Stub
1270	Manuel Ossa Ruiz	Start
1271	Manuel José Ossandón	Start
1272	Enrique Oyarzún Mondaca	Stub
1273	Luis Palacios Rossini	Stub
1274	Héctor Parra (footballer)	C
1275	Guillermo Pérez de Arce	Stub
1276	Bernhard Eunom Philippi	Start
1277	Germán Picó Cañas	Start
1278	Tancredo Pinochet	Start
1279	Jaime Pizarro	Start
1280	Roberto Poblete	Start
1281	Jenaro Prieto	Stub
1282	Catalina Pulido	Start
1283	Bárbara Rebolledo	Start
1284	Patricio Rey Sommer	Stub
1285	Jennifer Rojas	Start
1286	Sergio Romero Pizarro	Stub
1287	Marcela Sabat	Stub
1288	Miguel Schweitzer Walters	Start
1289	Bárbara Sepúlveda Hales	Stub
1290	Loreto Silva	Start
1291	Waldo Silva	Stub
1292	Isidro Solís	Stub
1293	Ramón Subercaseaux Vicuña	C
1294	Manuel Antonio Tocornal	Stub
1295	José Francisco Urrejola	Stub
1296	Francisco Valdés Vergara	Stub
1297	Margarita Vargas López	C
1298	Ramón Vega Hidalgo	Stub
1299	Leonardo Véliz	Start
1300	Juan de Dios Vial del Río	Stub
1301	Hernán Videla Lira	Stub
1302	Carlos Walker Martínez	Start
1303	Chris Watson	FA
1304	Sergio Zarzar Andonie	Start
1305	Hugo Zepeda Barrios	Stub
1306	Lu Feng (politician)	Stub
1307	Zhang Lin (general)	Stub
1308	José Manuel Restrepo Abondano	C
1309	Yahir Acuña	Stub
1310	Iván Darío Agudelo	Start
1311	Carlos Mario Álvarez	Stub
1312	Julio Arboleda Pombo	Stub
1313	Germán Blanco Álvarez	Start
1314	Manuel José Bonnet	Stub
1315	Gloria María Borrero	Stub
1316	José Eusebio Caro	Stub
1317	Iván Cepeda	Start
1318	Vicky Colbert	Start
1319	Alfredo Cuello Baute	Start
1320	Alfonso Dávila Ortiz	C
1321	Luis Eduardo Díaz Granados	Stub
1322	Olga Duque de Ospina	Stub
1323	Eduardo Enríquez Maya	Stub
1324	Miguel Amín Escaf	Stub
1325	Juan Carlos Esguerra Portocarrero	Stub
1326	Juan García del Río	Stub
1327	Daniel García-Peña	Start
1328	Enrique Gil Botero	GA
1329	Guillermo González (politician)	Stub
1330	Bernardo Guerra Serna	Stub
1331	Carlos Mauro Hoyos	C
1332	Augusto Ibáñez Guzmán	Start
1333	Gilma Jiménez	Stub
1334	Roberto Junguito	Stub
1335	Maria Claudia Lacouture	Start
1336	Rodrigo Lara	C
1337	Rodrigo Hernán Lloreda Caicedo	Start
1338	Francisco José Lloreda Mera	C
1339	Fernando Londoño	Start
1340	Jorge Eduardo Londoño	Stub
1341	Lorenzo Muelas	Start
1342	David Luna Sánchez	Stub
1343	Iván Marulanda	Start
1344	Carlos Eduardo Medellín Becerra	Start
1345	Germán Montoya Vélez	Stub
1346	Narciso Matus Torres	Stub
1347	Elsa Noguera	Stub
1348	Antonio Ordoñez-Plaja	Stub
1349	Fernando Ospina Hernández	Stub
1350	Enrique Parejo González	Stub
1351	Carlos Pizarro Leongómez	C
1352	Daniel Quintero	C
1353	Juan Camilo Quintero	Stub
1354	Manuel María Ramírez Fortoul	Start
1355	Juan José Reyes-Patria Escobar	C
1356	Jorge Enrique Robledo	Start
1357	Ángela Robledo	Start
1358	Antonio Roldán Betancur	Start
1359	Gabriel Camargo Salamanca	Start
1360	Juana de J. Sarmiento	Start
1361	Yaneth Giha Tovar	Stub
1362	Eduardo Valencia Ospina	Start
1363	José María Vergara y Vergara	Start
1364	Luis Villar Borda	Stub
1365	Luis Carlos Villegas Echeverri	Stub
1366	Mouzawar Abdallah	Stub
1367	Moustadroine Abdou	Stub
1368	Ibrahim Aboubacar	Start
1369	Mohamed Ahmed-Chamanga	Stub
1370	Saïd Ibrahim Ben Ali	Start
1371	Mohamed Bacar	C
1372	Chamina Ben Mohamed	Stub
1373	Saïd Mohamed Cheikh	Start
1374	Mohamed Dahalani	Stub
1375	Dawiat Mohamed	Stub
1376	Ahmed Ben Said Djaffar	Stub
1377	Abdou Soulé Elbak	Stub
1378	Fahmi Said Ibrahim	Stub
1379	Gaston Feuillard	Stub
1380	Siti Kassim	Start
1381	Said Ali Kemal	Start
1382	Sittou Raghadat Mohamed	Start
1383	Djaffar Ahmed Said	Stub
1384	Abdallah Said Sarouma	Stub
1385	Moussa Toybou	Stub
1386	Léon Angor	Start
1387	Joseph Badiabio	Start
1388	Frédéric Bintsamou	Start
1389	Jean-Jacques Bouya	C
1390	Anatole Collinet Makosso	Start
1391	Edgard Diafouka-Bambela	Start
1392	Fidèle Dimou	Start
1393	Gabriel Entcha-Ebia	Start
1394	Gabriel Valère Eteka Yemet	Start
1395	Albert Fourvelle	Stub
1396	Pascal Gamassa	C
1397	Pierre Goura	Start
1398	Gustave Aba-Gandzion	Stub
1399	Joseph Hondjuila Miokono	Start
1400	André Kerhervé	Stub
1401	Pierre Mabiala	C
1402	Alice Mahoungou	Stub
1403	Paulin Makaya	C
1404	Jean-Pierre Makouta-Mboukou	C
1405	Jean Malonga	Stub
1406	André Matsoua	Start
1407	Ferdinand Mbahou	Start
1408	Justin Mikolo-Kinzonzi	Start
1409	Bonaventure Mizidy	Stub
1410	Émile Mokoko Wongolo	Start
1411	Jean-Marie Mokoko	C
1412	René-Dambert Ndouane	C
1413	Jean-Dominique Okemba	C
1414	Denis-Christel Sassou Nguesso	C
1415	Arlette Soudan-Nonault	Start
1416	Jean Félix Demba Telo	Stub
1417	Abel Thauley-Ganga	Stub
1418	Georges Yhambot	Stub
1419	Jean Andeka	Stub
1420	Daniel Aselo Okito	Stub
1421	Bertrand Bisimwa	Start
1422	Adam Bombolé	Stub
1423	Célestin Cibalonza Byaterana	Stub
1424	Martin Parfait Aimé Coussoud-Mavoungou	Start
1425	Emmanuel Dungia	C
1426	Ferdinand Essandja	Stub
1427	Lugi Gizenga	Start
1428	Clovis Kabongo Malemba	Stub
1429	Odilon Kafitwe wa pa Bowa	Stub
1430	François Nicéphore Kakese	Stub
1431	Kalenga Riziki Lwango II	Start
1432	Jean Collins Musonda Kalusambo	Stub
1433	Norman Kamosi	Stub
1434	Oscar Kashala	Start
1435	Banyingela Kasonga	Start
1436	Pierre Honoré Kazadi Lukonda Ngube-Ngube	Stub
1437	Jacques Kazadi	Start
1438	Léon Kengo wa Dondo	C
1439	Robert Kidiaba	Start
1440	Seth Kikuni	Stub
1441	Jean-Pierre Lola Kisanga	Stub
1442	Delphin Kyubwa	Stub
1443	Gabriel Kyungu wa Kumwanza	Start
1444	Eric Lenge	Start
1445	Faustin Luanga	C
1446	Guy-Patrice Lumumba	Stub
1447	Sultani Makenga	Start
1448	Angèle Makombo	Stub
1449	Christian Malanga	C
1450	Franck Mwe di Malila	C
1451	Anne Mbusu	Start
1452	Munga Mibindo	Stub
1453	Emile Mota	Start
1454	Josué Alex Mukendi	Stub
1455	Daniel Mukoko Samba	Start
1456	Paul-Joseph Mukungubila	C
1457	Medard Mulangala	C
1458	Didier Mumengi	C
1459	Kasongo Munganga	C
1460	Jean-Claude Kazembe Musonda	Stub
1461	Jules Mutebusi	Start
1462	Laurent Nkunda	C
1463	Victor Promontorio	Start
1464	Jean-Marie Runiga	Start
1465	Alain Daniel Shekomba	Stub
1466	Koloso Sumaili	Stub
1467	Noël K. Tshiani Muadiamvita	C
1468	Emery Wafwana	Start
1469	Emmanuel Weyi	Start
1470	Florentino Alfaro Zamora	Stub
1471	Alejandro Alvarado García	Stub
1472	Antonio Saldaña	Start
1473	Armando Aráuz Aguilar	Stub
1474	Birche	Stub
1475	Tranquilino de Bonilla y Herdocia	Stub
1476	Juan José de Bonilla y Herdocia	Stub
1477	Miguel de Bonilla y Laya-Bolívar	Start
1478	Stephan Brunner	Stub
1479	Florencio del Castillo	Start
1480	Paola Vega Castillo	Stub
1481	Ramón Castro y Ramírez	Stub
1482	Ricardo Castro Beeche	Stub
1483	Teodoro Willink Castro	Stub
1484	José Joaquín Chaverri Sievert	Stub
1485	José Miguel Corrales Bolaños	Stub
1486	Correque	Start
1487	Aquileo J. Echeverría	Start
1488	El Guarco	Start
1489	Narciso Esquivel y Salazar	Stub
1490	Alberto Fait Lizano	Stub
1491	Gerardo Gómez Ramírez	Stub
1492	Joaquín Gutiérrez	C
1493	Gerardo Guzmán Quirós	Stub
1494	Joaquín de Iglesias Vidamartel	Stub
1495	Bernal Jiménez Monge	Stub
1496	Ramón Jiménez y Robredo	Stub
1497	King Garabito	Start
1498	Pedro María León-Páez y Brown	Stub
1499	Óscar López (politician)	Stub
1500	Juan de los Santos Madriz y Cervantes	Stub
1501	Marvin Calvo Montoya	Stub
1502	Félix Arcadio Montero Monge	Stub
1503	Sonia Marta Mora Escalante	Stub
1504	José Joaquín Mora Porras	Stub
1505	Mary Munive	Stub
1506	Rafael Moya Murillo	Stub
1507	María Teresa Obregón Zamora	C
1508	Juan de Obregón y Espinosa	Start
1509	Rodrigo Oreamuno Blanco	Stub
1510	Joaquín de Oreamuno	GA
1511	Rafael Francisco Osejo	Start
1512	Pablo Presbere	C
1513	Eugenio Padilla Bonilla	Stub
1514	Manuel María de Peralta y Alfaro	Start
1515	José María de Peralta	Start
1516	Manuel María de Peralta y López del Corral	Stub
1517	Cipriano Pérez y Arias	Stub
1518	Eusebio Prieto y Ruiz	Stub
1519	Carmen Quesada Santamaría	Stub
1520	José Pablo Quirós Quirós	Stub
1521	Gregorio José Ramírez	Start
1522	Rafael Ramírez Hidalgo	Stub
1523	Carlos Ricardo Benavides Jiménez	Stub
1524	Santiago Mayas	Start
1525	Siarke	Stub
1526	Tomás Enrique Soley Soler	Stub
1527	José María Soto Alfaro	Start
1528	Ricardo Toledo Carranza	Stub
1529	Nazario Toledo	Stub
1530	Marco Vinicio Vargas Pereira	Stub
1531	Santos Velázquez y Tinoco	Stub
1532	William Forbes (Talamancan king)	Stub
1533	Jean-Jacques Béchio	Stub
1534	Kandia Camara	Start
1535	Charles Koffi Diby	Stub
1536	Étienne Djaument	Stub
1537	Loubo Augustin Djessou	Stub
1538	Laurent Dona Fologo	Stub
1539	Michel Gueu	C
1540	Marcel Zadi Kessy	Start
1541	Kaba Nialé	Start
1542	Sékou Sanogo	Stub
1543	Sidi Tiémoko Touré	C
1544	Mato Arlović	Start
1545	Antun Augustinčić	GA
1546	Jakov Blažević	Stub
1547	Mirko Bogović	Stub
1548	Zvonko Brkić	Stub
1549	Andrija Torkvat Brlić	GA
1550	Josip Broz Tito	B
1551	Nadežda Čačinovič	Start
